BmGene	BmChr	BmGeneStart	Bmsbid	PnGene	PnChr	PnGeneStart	sbid
BGIBMGA008690	Bmori_chr_15	5444031	42	PIENAPG00000013349	Pnapi_chr_7	6509506	89
BGIBMGA008692	Bmori_chr_15	5449527	42	PIENAPG00000004141	Pnapi_chr_7	6506576	89
BGIBMGA008695	Bmori_chr_15	5473737	42	PIENAPG00000003716	Pnapi_chr_7	6464138	89
BGIBMGA008696	Bmori_chr_15	5491356	42	PIENAPG00000009596	Pnapi_chr_7	6491414	89
BGIBMGA008697	Bmori_chr_15	5494652	42	PIENAPG00000007858	Pnapi_chr_7	6504803	89
BGIBMGA008698	Bmori_chr_15	5505620	42	PIENAPG00000001763	Pnapi_chr_7	6452608	89
BGIBMGA008699	Bmori_chr_15	5514775	42	PIENAPG00000013203	Pnapi_chr_7	6451357	89
BGIBMGA008702	Bmori_chr_15	5544350	42	PIENAPG00000009000	Pnapi_chr_7	6449282	89
BGIBMGA008705	Bmori_chr_15	5589315	42	PIENAPG00000000584	Pnapi_chr_7	6413680	89
BGIBMGA008706	Bmori_chr_15	5594810	42	PIENAPG00000003657	Pnapi_chr_7	6412299	89
BGIBMGA008707	Bmori_chr_15	5604469	42	PIENAPG00000002263	Pnapi_chr_7	6392003	89
BGIBMGA008709	Bmori_chr_15	5635845	42	PIENAPG00000001893	Pnapi_chr_7	6378121	89
BGIBMGA008710	Bmori_chr_15	5654663	42	PIENAPG00000004883	Pnapi_chr_7	6353738	89
BGIBMGA008718	Bmori_chr_15	5891515	42	PIENAPG00000006992	Pnapi_chr_7	6155175	89
BGIBMGA008720	Bmori_chr_15	5911499	42	PIENAPG00000001040	Pnapi_chr_7	6146579	89
BGIBMGA008721	Bmori_chr_15	5927324	42	PIENAPG00000009821	Pnapi_chr_7	6145774	89
BGIBMGA008724	Bmori_chr_15	5943355	42	PIENAPG00000007569	Pnapi_chr_7	6140060	89
BGIBMGA008726	Bmori_chr_15	5949715	42	PIENAPG00000013411	Pnapi_chr_7	8589498	89
BGIBMGA008727	Bmori_chr_15	5953259	42	PIENAPG00000002242	Pnapi_chr_7	8583099	89
BGIBMGA008729	Bmori_chr_15	5975327	42	PIENAPG00000005957	Pnapi_chr_7	8552766	89
BGIBMGA008731	Bmori_chr_15	5979259	42	PIENAPG00000011007	Pnapi_chr_7	8547777	89
BGIBMGA008733	Bmori_chr_15	6006135	42	PIENAPG00000004850	Pnapi_chr_7	8530455	89
BGIBMGA008734	Bmori_chr_15	6021189	42	PIENAPG00000012701	Pnapi_chr_7	8517295	89
BGIBMGA008735	Bmori_chr_15	6059412	42	PIENAPG00000008906	Pnapi_chr_7	8496444	89
BGIBMGA008736	Bmori_chr_15	6076178	42	PIENAPG00000004817	Pnapi_chr_7	8454421	89
BGIBMGA008738	Bmori_chr_15	6100083	42	PIENAPG00000001804	Pnapi_chr_7	8442908	89
BGIBMGA008743	Bmori_chr_15	6215325	42	PIENAPG00000008996	Pnapi_chr_7	8354106	89
BGIBMGA008746	Bmori_chr_15	6254206	42	PIENAPG00000008943	Pnapi_chr_7	8315588	89
BGIBMGA008747	Bmori_chr_15	6275948	42	PIENAPG00000002783	Pnapi_chr_7	8314298	89
BGIBMGA008751	Bmori_chr_15	6400557	42	PIENAPG00000004198	Pnapi_chr_7	8248878	89
BGIBMGA008754	Bmori_chr_15	6425260	42	PIENAPG00000008270	Pnapi_chr_7	8223208	89
BGIBMGA008756	Bmori_chr_15	6428274	42	PIENAPG00000000332	Pnapi_chr_7	8222199	89
BGIBMGA008757	Bmori_chr_15	6430800	42	PIENAPG00000005477	Pnapi_chr_7	8203375	89
BGIBMGA008758	Bmori_chr_15	6448504	42	PIENAPG00000008310	Pnapi_chr_7	8191868	89
BGIBMGA008759	Bmori_chr_15	6471496	42	PIENAPG00000006662	Pnapi_chr_7	8111352	89
BGIBMGA008761	Bmori_chr_15	6643533	42	PIENAPG00000003332	Pnapi_chr_7	7994340	89
BGIBMGA008765	Bmori_chr_15	6715122	42	PIENAPG00000010434	Pnapi_chr_7	7979671	89
BGIBMGA008768	Bmori_chr_15	6739743	42	PIENAPG00000006658	Pnapi_chr_7	7964291	89
BGIBMGA008769	Bmori_chr_15	6750814	42	PIENAPG00000008811	Pnapi_chr_7	7965134	89
BGIBMGA008770	Bmori_chr_15	6765951	42	PIENAPG00000011349	Pnapi_chr_7	7957390	89
BGIBMGA008771	Bmori_chr_15	6777445	42	PIENAPG00000004043	Pnapi_chr_7	7938422	89
BGIBMGA008773	Bmori_chr_15	6810780	42	PIENAPG00000004990	Pnapi_chr_7	7924356	89
BGIBMGA008775	Bmori_chr_15	6823512	42	PIENAPG00000009576	Pnapi_chr_7	7923212	89
BGIBMGA008778	Bmori_chr_15	6878667	42	PIENAPG00000008453	Pnapi_chr_7	7883067	89
BGIBMGA008783	Bmori_chr_15	7121234	42	PIENAPG00000011613	Pnapi_chr_7	7714186	89
BGIBMGA008784	Bmori_chr_15	7164695	42	PIENAPG00000004739	Pnapi_chr_7	7701291	89
BGIBMGA008790	Bmori_chr_15	7444871	42	PIENAPG00000012238	Pnapi_chr_7	7535732	89
BGIBMGA008791	Bmori_chr_15	7448340	42	PIENAPG00000004967	Pnapi_chr_7	7508475	89
BGIBMGA008795	Bmori_chr_15	7547552	42	PIENAPG00000000499	Pnapi_chr_7	7446178	89
BGIBMGA008797	Bmori_chr_15	7570615	42	PIENAPG00000002603	Pnapi_chr_7	7432052	89
BGIBMGA008798	Bmori_chr_15	7580957	42	PIENAPG00000011873	Pnapi_chr_7	7427289	89
BGIBMGA008802	Bmori_chr_15	7630956	42	PIENAPG00000012837	Pnapi_chr_7	7424811	89
BGIBMGA008806	Bmori_chr_15	7651044	42	PIENAPG00000003955	Pnapi_chr_7	7413384	89
BGIBMGA008809	Bmori_chr_15	7717808	42	PIENAPG00000005709	Pnapi_chr_7	7381143	89
BGIBMGA008817	Bmori_chr_15	8080252	42	PIENAPG00000010938	Pnapi_chr_7	5728691	89
BGIBMGA008819	Bmori_chr_15	8092080	42	PIENAPG00000010874	Pnapi_chr_7	5803856	89
BGIBMGA008821	Bmori_chr_15	8104427	42	PIENAPG00000003000	Pnapi_chr_7	5818250	89
BGIBMGA008822	Bmori_chr_15	8171764	42	PIENAPG00000003238	Pnapi_chr_7	5867519	89
BGIBMGA008823	Bmori_chr_15	8191847	42	PIENAPG00000008211	Pnapi_chr_7	5892070	89
BGIBMGA008825	Bmori_chr_15	8202081	42	PIENAPG00000000720	Pnapi_chr_7	5951617	89
BGIBMGA008826	Bmori_chr_15	8213838	42	PIENAPG00000003783	Pnapi_chr_7	5939673	89
BGIBMGA008830	Bmori_chr_15	8295065	42	PIENAPG00000010202	Pnapi_chr_7	5906552	89
BGIBMGA008832	Bmori_chr_15	8311843	42	PIENAPG00000010618	Pnapi_chr_7	5899442	89
BGIBMGA008833	Bmori_chr_15	8327029	42	PIENAPG00000000391	Pnapi_chr_7	5898852	89
BGIBMGA008834	Bmori_chr_15	8335061	42	PIENAPG00000005580	Pnapi_chr_7	5956447	89
BGIBMGA008835	Bmori_chr_15	8340998	42	PIENAPG00000009874	Pnapi_chr_7	5959078	89
BGIBMGA008836	Bmori_chr_15	8348593	42	PIENAPG00000011963	Pnapi_chr_7	5971156	89
BGIBMGA008838	Bmori_chr_15	8362494	42	PIENAPG00000012294	Pnapi_chr_7	6004993	89
BGIBMGA008842	Bmori_chr_15	8526489	43	PIENAPG00000013524	Pnapi_chr_24	4295906	69
BGIBMGA008843	Bmori_chr_15	8548304	43	PIENAPG00000009677	Pnapi_chr_24	4220599	69
BGIBMGA008850	Bmori_chr_15	8634800	43	PIENAPG00000013455	Pnapi_chr_24	4027135	69
BGIBMGA008853	Bmori_chr_15	8681815	43	PIENAPG00000009273	Pnapi_chr_24	3892897	69
BGIBMGA008855	Bmori_chr_15	8761951	43	PIENAPG00000013437	Pnapi_chr_24	3408816	67
BGIBMGA008856	Bmori_chr_15	8778671	43	PIENAPG00000010001	Pnapi_chr_24	3377409	67
BGIBMGA008858	Bmori_chr_15	8808296	43	PIENAPG00000013333	Pnapi_chr_24	3353475	67
BGIBMGA008859	Bmori_chr_15	8811903	43	PIENAPG00000010924	Pnapi_chr_24	3343000	67
BGIBMGA008861	Bmori_chr_15	8825527	43	PIENAPG00000004655	Pnapi_chr_24	3314653	67
BGIBMGA008862	Bmori_chr_15	8834581	43	PIENAPG00000002982	Pnapi_chr_24	3305179	67
BGIBMGA008873	Bmori_chr_15	9055773	43	PIENAPG00000001053	Pnapi_chr_24	2908461	67
BGIBMGA008875	Bmori_chr_15	9075789	43	PIENAPG00000000429	Pnapi_chr_24	2864379	67
BGIBMGA008877	Bmori_chr_15	9089216	43	PIENAPG00000007540	Pnapi_chr_24	2796885	67
BGIBMGA008880	Bmori_chr_15	9127596	43	PIENAPG00000007892	Pnapi_chr_24	2773004	67
BGIBMGA008881	Bmori_chr_15	9132400	43	PIENAPG00000002482	Pnapi_chr_24	2744151	67
BGIBMGA008884	Bmori_chr_15	9149633	43	PIENAPG00000008404	Pnapi_chr_24	2759960	67
BGIBMGA008890	Bmori_chr_15	9238396	43	PIENAPG00000007289	Pnapi_chr_24	2312688	67
BGIBMGA008893	Bmori_chr_15	9251439	43	PIENAPG00000012101	Pnapi_chr_24	2338172	67
BGIBMGA008897	Bmori_chr_15	9272979	43	PIENAPG00000008612	Pnapi_chr_24	2355610	67
BGIBMGA008900	Bmori_chr_15	9368073	43	PIENAPG00000000320	Pnapi_chr_24	2474691	67
BGIBMGA008913	Bmori_chr_15	9570783	43	PIENAPG00000008451	Pnapi_chr_24	1587230	67
BGIBMGA008914	Bmori_chr_15	9585063	43	PIENAPG00000012581	Pnapi_chr_24	1600769	67
BGIBMGA008916	Bmori_chr_15	9604142	43	PIENAPG00000012445	Pnapi_chr_24	1634035	67
BGIBMGA008917	Bmori_chr_15	9619620	43	PIENAPG00000007759	Pnapi_chr_24	1658392	67
BGIBMGA008919	Bmori_chr_15	9644586	43	PIENAPG00000010684	Pnapi_chr_24	1637403	67
BGIBMGA008920	Bmori_chr_15	9654783	43	PIENAPG00000001873	Pnapi_chr_24	1670432	67
BGIBMGA008921	Bmori_chr_15	9665904	43	PIENAPG00000011708	Pnapi_chr_24	1708383	67
BGIBMGA008925	Bmori_chr_15	9694600	43	PIENAPG00000002065	Pnapi_chr_24	1834557	67
BGIBMGA008926	Bmori_chr_15	9754246	43	PIENAPG00000012275	Pnapi_chr_24	1931031	67
BGIBMGA008929	Bmori_chr_15	9873945	43	PIENAPG00000006653	Pnapi_chr_24	2031799	67
BGIBMGA008930	Bmori_chr_15	9880162	43	PIENAPG00000002962	Pnapi_chr_24	2037024	67
BGIBMGA008932	Bmori_chr_15	9909360	43	PIENAPG00000012984	Pnapi_chr_24	2069565	67
BGIBMGA008941	Bmori_chr_15	10630719	43	PIENAPG00000009818	Pnapi_chr_24	2252816	67
BGIBMGA008994	Bmori_chr_15	11541531	44	PIENAPG00000000132	Pnapi_chr_7	9160597	89
BGIBMGA008996	Bmori_chr_15	11560554	44	PIENAPG00000007571	Pnapi_chr_7	9147903	89
BGIBMGA008997	Bmori_chr_15	11562517	44	PIENAPG00000012150	Pnapi_chr_7	9145188	89
BGIBMGA008998	Bmori_chr_15	11567588	44	PIENAPG00000001360	Pnapi_chr_7	9125115	89
BGIBMGA008999	Bmori_chr_15	11584963	44	PIENAPG00000009045	Pnapi_chr_7	9127116	89
BGIBMGA009000	Bmori_chr_15	11598789	44	PIENAPG00000013497	Pnapi_chr_7	9117013	89
BGIBMGA009002	Bmori_chr_15	11603476	44	PIENAPG00000005877	Pnapi_chr_7	9113899	89
BGIBMGA009003	Bmori_chr_15	11609187	44	PIENAPG00000011563	Pnapi_chr_7	9102172	89
BGIBMGA009006	Bmori_chr_15	11622050	44	PIENAPG00000012226	Pnapi_chr_7	9081054	89
BGIBMGA009007	Bmori_chr_15	11635521	44	PIENAPG00000005917	Pnapi_chr_7	9065944	89
BGIBMGA009012	Bmori_chr_15	11715994	44	PIENAPG00000004098	Pnapi_chr_7	8991994	89
BGIBMGA009015	Bmori_chr_15	11732225	44	PIENAPG00000008435	Pnapi_chr_7	8988351	89
BGIBMGA009017	Bmori_chr_15	11747655	44	PIENAPG00000003883	Pnapi_chr_7	8977540	89
BGIBMGA009018	Bmori_chr_15	11751332	44	PIENAPG00000004379	Pnapi_chr_7	8965532	89
BGIBMGA009021	Bmori_chr_15	11876923	44	PIENAPG00000002844	Pnapi_chr_7	8870515	89
BGIBMGA009022	Bmori_chr_15	11889282	44	PIENAPG00000003233	Pnapi_chr_7	8860700	89
BGIBMGA009023	Bmori_chr_15	11892123	44	PIENAPG00000004821	Pnapi_chr_7	8863291	89
BGIBMGA009025	Bmori_chr_15	11903889	44	PIENAPG00000001205	Pnapi_chr_7	8823068	89
BGIBMGA009026	Bmori_chr_15	12016804	44	PIENAPG00000011863	Pnapi_chr_7	8769850	89
BGIBMGA009027	Bmori_chr_15	12020664	44	PIENAPG00000011774	Pnapi_chr_7	8747143	89
BGIBMGA009029	Bmori_chr_15	12047425	44	PIENAPG00000008809	Pnapi_chr_7	8742500	89
BGIBMGA009030	Bmori_chr_15	12078570	44	PIENAPG00000007499	Pnapi_chr_7	8720136	89
BGIBMGA009031	Bmori_chr_15	12099307	44	PIENAPG00000001576	Pnapi_chr_7	8704728	89
BGIBMGA009033	Bmori_chr_15	12113669	44	PIENAPG00000005394	Pnapi_chr_7	8687465	89
BGIBMGA009034	Bmori_chr_15	12147405	44	PIENAPG00000003919	Pnapi_chr_7	8661481	89
BGIBMGA009035	Bmori_chr_15	12152637	44	PIENAPG00000013424	Pnapi_chr_7	8663532	89
BGIBMGA009036	Bmori_chr_15	12188676	44	PIENAPG00000005478	Pnapi_chr_7	8655163	89
BGIBMGA009037	Bmori_chr_15	12192386	44	PIENAPG00000010478	Pnapi_chr_7	8660092	89
BGIBMGA009040	Bmori_chr_15	12198745	44	PIENAPG00000000339	Pnapi_chr_7	8644900	89
BGIBMGA009041	Bmori_chr_15	12207610	44	PIENAPG00000004691	Pnapi_chr_7	8638182	89
BGIBMGA009042	Bmori_chr_15	12250164	45	PIENAPG00000012661	Pnapi_chr_24	4378797	69
BGIBMGA009043	Bmori_chr_15	12251605	45	PIENAPG00000003055	Pnapi_chr_24	4380535	69
BGIBMGA009044	Bmori_chr_15	12275194	45	PIENAPG00000002096	Pnapi_chr_24	4410263	69
BGIBMGA009052	Bmori_chr_15	12467696	45	PIENAPG00000003874	Pnapi_chr_24	4912214	69
BGIBMGA009055	Bmori_chr_15	12996411	45	PIENAPG00000013328	Pnapi_chr_24	4921164	69
BGIBMGA009056	Bmori_chr_15	13093060	45	PIENAPG00000010692	Pnapi_chr_24	5033272	69
BGIBMGA009057	Bmori_chr_15	13109547	45	PIENAPG00000012829	Pnapi_chr_24	5035309	69
BGIBMGA009058	Bmori_chr_15	13135180	45	PIENAPG00000001405	Pnapi_chr_24	5070648	69
BGIBMGA009059	Bmori_chr_15	13143407	45	PIENAPG00000004763	Pnapi_chr_24	5089736	69
BGIBMGA009076	Bmori_chr_15	13381030	45	PIENAPG00000000632	Pnapi_chr_24	5370222	69
BGIBMGA009077	Bmori_chr_15	13405471	45	PIENAPG00000012017	Pnapi_chr_24	5387216	69
BGIBMGA009079	Bmori_chr_15	13413908	45	PIENAPG00000004577	Pnapi_chr_24	5402029	69
BGIBMGA009080	Bmori_chr_15	13422540	45	PIENAPG00000007407	Pnapi_chr_24	5406040	69
BGIBMGA009081	Bmori_chr_15	13424581	45	PIENAPG00000006255	Pnapi_chr_24	5423978	69
BGIBMGA009082	Bmori_chr_15	13444295	45	PIENAPG00000013403	Pnapi_chr_24	5430155	69
BGIBMGA009083	Bmori_chr_15	13455017	45	PIENAPG00000013403	Pnapi_chr_24	5430155	69
BGIBMGA009085	Bmori_chr_15	13478624	45	PIENAPG00000008846	Pnapi_chr_24	5448786	69
BGIBMGA009086	Bmori_chr_15	13503774	45	PIENAPG00000002548	Pnapi_chr_24	5459363	69
BGIBMGA009088	Bmori_chr_15	13509794	45	PIENAPG00000002725	Pnapi_chr_24	5473296	69
BGIBMGA009089	Bmori_chr_15	13513164	45	PIENAPG00000003161	Pnapi_chr_24	5491258	69
BGIBMGA009090	Bmori_chr_15	13516870	45	PIENAPG00000010004	Pnapi_chr_24	5492810	69
BGIBMGA009091	Bmori_chr_15	13551440	45	PIENAPG00000012342	Pnapi_chr_24	5541637	69
BGIBMGA009092	Bmori_chr_15	13562929	45	PIENAPG00000000461	Pnapi_chr_24	5558912	69
BGIBMGA009094	Bmori_chr_15	13567580	45	PIENAPG00000011415	Pnapi_chr_24	5560065	69
BGIBMGA009095	Bmori_chr_15	13573759	45	PIENAPG00000008133	Pnapi_chr_24	5563443	69
BGIBMGA009098	Bmori_chr_15	13622720	45	PIENAPG00000004565	Pnapi_chr_24	5635090	69
BGIBMGA009099	Bmori_chr_15	13643537	45	PIENAPG00000004290	Pnapi_chr_24	5645589	69
BGIBMGA009100	Bmori_chr_15	13646886	45	PIENAPG00000004290	Pnapi_chr_24	5645589	69
BGIBMGA009101	Bmori_chr_15	13651202	45	PIENAPG00000001527	Pnapi_chr_24	5649129	69
BGIBMGA009102	Bmori_chr_15	13653014	45	PIENAPG00000001462	Pnapi_chr_24	5651359	69
BGIBMGA009103	Bmori_chr_15	13659280	45	PIENAPG00000009191	Pnapi_chr_24	5659811	69
BGIBMGA009104	Bmori_chr_15	13670664	45	PIENAPG00000008985	Pnapi_chr_24	5663739	69
BGIBMGA009106	Bmori_chr_15	13774139	45	PIENAPG00000013321	Pnapi_chr_24	5719733	69
BGIBMGA009109	Bmori_chr_15	13939330	46	PIENAPG00000008673	Pnapi_chr_16	6780999	36
BGIBMGA009110	Bmori_chr_15	13952971	46	PIENAPG00000012241	Pnapi_chr_16	6767374	36
BGIBMGA009111	Bmori_chr_15	13962013	46	PIENAPG00000006224	Pnapi_chr_16	6751911	36
BGIBMGA009112	Bmori_chr_15	13998108	46	PIENAPG00000003448	Pnapi_chr_16	6721020	36
BGIBMGA009113	Bmori_chr_15	14006876	46	PIENAPG00000006920	Pnapi_chr_16	6724042	36
BGIBMGA009114	Bmori_chr_15	14026190	46	PIENAPG00000012486	Pnapi_chr_16	6719336	36
BGIBMGA009115	Bmori_chr_15	14031292	46	PIENAPG00000002796	Pnapi_chr_16	6699027	36
BGIBMGA009117	Bmori_chr_15	14100934	46	PIENAPG00000003510	Pnapi_chr_16	6656466	36
BGIBMGA009120	Bmori_chr_15	14119415	46	PIENAPG00000006095	Pnapi_chr_16	6636328	36
BGIBMGA009121	Bmori_chr_15	14123785	46	PIENAPG00000007740	Pnapi_chr_16	6633179	36
BGIBMGA009122	Bmori_chr_15	14137331	46	PIENAPG00000011493	Pnapi_chr_16	6611903	36
BGIBMGA009124	Bmori_chr_15	14166615	46	PIENAPG00000012968	Pnapi_chr_16	6605598	36
BGIBMGA009125	Bmori_chr_15	14180540	46	PIENAPG00000003722	Pnapi_chr_16	6595622	36
BGIBMGA009126	Bmori_chr_15	14202008	46	PIENAPG00000005059	Pnapi_chr_16	6592554	36
BGIBMGA009127	Bmori_chr_15	14217833	46	PIENAPG00000006031	Pnapi_chr_16	6580595	36
BGIBMGA009133	Bmori_chr_15	14299815	46	PIENAPG00000007496	Pnapi_chr_16	6532294	36
BGIBMGA009134	Bmori_chr_15	14322650	46	PIENAPG00000006507	Pnapi_chr_16	6509839	36
BGIBMGA009137	Bmori_chr_15	14441135	46	PIENAPG00000003781	Pnapi_chr_16	6374443	36
BGIBMGA009139	Bmori_chr_15	14447670	46	PIENAPG00000005637	Pnapi_chr_16	6371892	36
BGIBMGA009141	Bmori_chr_15	14486757	46	PIENAPG00000006123	Pnapi_chr_16	6345833	36
BGIBMGA009142	Bmori_chr_15	14488144	46	PIENAPG00000009459	Pnapi_chr_16	6347652	36
BGIBMGA009143	Bmori_chr_15	14491197	46	PIENAPG00000001838	Pnapi_chr_16	6354471	36
BGIBMGA009144	Bmori_chr_15	14495638	46	PIENAPG00000011275	Pnapi_chr_16	6358176	36
BGIBMGA009146	Bmori_chr_15	14512061	46	PIENAPG00000010330	Pnapi_chr_16	6313758	36
BGIBMGA009147	Bmori_chr_15	14527698	46	PIENAPG00000003481	Pnapi_chr_16	6311859	36
BGIBMGA009148	Bmori_chr_15	14587547	46	PIENAPG00000011036	Pnapi_chr_16	6284806	36
BGIBMGA009150	Bmori_chr_15	14675884	46	PIENAPG00000013170	Pnapi_chr_16	6238635	36
BGIBMGA009166	Bmori_chr_15	15470634	47	PIENAPG00000005600	Pnapi_chr_14	5095553	24
BGIBMGA009167	Bmori_chr_15	15498774	47	PIENAPG00000006105	Pnapi_chr_14	5082627	24
BGIBMGA009169	Bmori_chr_15	15596635	47	PIENAPG00000001460	Pnapi_chr_14	5034021	24
BGIBMGA009172	Bmori_chr_15	15632631	47	PIENAPG00000013554	Pnapi_chr_14	5013022	24
BGIBMGA009173	Bmori_chr_15	15646610	47	PIENAPG00000011153	Pnapi_chr_14	5004325	24
BGIBMGA009176	Bmori_chr_15	15673845	47	PIENAPG00000006190	Pnapi_chr_14	4998111	24
BGIBMGA009179	Bmori_chr_15	15694441	47	PIENAPG00000004480	Pnapi_chr_14	4966167	24
BGIBMGA009180	Bmori_chr_15	15723554	47	PIENAPG00000003285	Pnapi_chr_14	4876728	24
BGIBMGA009182	Bmori_chr_15	15802973	47	PIENAPG00000006360	Pnapi_chr_14	4860839	24
BGIBMGA009184	Bmori_chr_15	15966608	47	PIENAPG00000011566	Pnapi_chr_14	4784437	24
BGIBMGA009186	Bmori_chr_15	16017413	47	PIENAPG00000011735	Pnapi_chr_14	4765243	24
BGIBMGA009187	Bmori_chr_15	16031432	47	PIENAPG00000000564	Pnapi_chr_14	4760820	24
BGIBMGA009188	Bmori_chr_15	16039383	47	PIENAPG00000011517	Pnapi_chr_14	4752919	24
BGIBMGA009189	Bmori_chr_15	16054306	47	PIENAPG00000004240	Pnapi_chr_14	4747927	24
BGIBMGA009190	Bmori_chr_15	16057317	47	PIENAPG00000001727	Pnapi_chr_14	4745135	24
BGIBMGA009191	Bmori_chr_15	16063695	47	PIENAPG00000001223	Pnapi_chr_14	4731131	24
BGIBMGA009192	Bmori_chr_15	16093606	47	PIENAPG00000005914	Pnapi_chr_14	4722994	24
BGIBMGA009195	Bmori_chr_15	16115636	47	PIENAPG00000001996	Pnapi_chr_14	4698528	24
BGIBMGA009198	Bmori_chr_15	16146287	47	PIENAPG00000000691	Pnapi_chr_14	4668556	24
BGIBMGA009199	Bmori_chr_15	16152101	47	PIENAPG00000010209	Pnapi_chr_14	4671963	24
BGIBMGA009200	Bmori_chr_15	16159365	47	PIENAPG00000007788	Pnapi_chr_14	4674203	24
BGIBMGA009202	Bmori_chr_15	16209569	47	PIENAPG00000002094	Pnapi_chr_14	4660032	24
BGIBMGA009204	Bmori_chr_15	16306994	47	PIENAPG00000006576	Pnapi_chr_14	4538034	24
BGIBMGA009205	Bmori_chr_15	16319348	47	PIENAPG00000013040	Pnapi_chr_14	4530999	24
BGIBMGA009206	Bmori_chr_15	16333159	47	PIENAPG00000001472	Pnapi_chr_14	4529670	24
BGIBMGA009207	Bmori_chr_15	16345598	47	PIENAPG00000000957	Pnapi_chr_14	4511473	24
BGIBMGA009210	Bmori_chr_15	16463201	47	PIENAPG00000013226	Pnapi_chr_14	4436976	24
BGIBMGA009212	Bmori_chr_15	16474829	47	PIENAPG00000013015	Pnapi_chr_14	4434142	24
BGIBMGA009213	Bmori_chr_15	16478446	47	PIENAPG00000004179	Pnapi_chr_14	4428215	24
BGIBMGA009214	Bmori_chr_15	16494888	47	PIENAPG00000005751	Pnapi_chr_14	4416311	24
BGIBMGA009218	Bmori_chr_15	16664378	47	PIENAPG00000011208	Pnapi_chr_14	4316307	24
BGIBMGA009221	Bmori_chr_15	16718786	47	PIENAPG00000007246	Pnapi_chr_14	4294484	24
BGIBMGA009222	Bmori_chr_15	16724374	47	PIENAPG00000009226	Pnapi_chr_14	4284408	24
BGIBMGA009223	Bmori_chr_15	16750286	47	PIENAPG00000007744	Pnapi_chr_14	4257493	24
BGIBMGA009233	Bmori_chr_15	17842288	47	PIENAPG00000006702	Pnapi_chr_14	3783783	24
BGIBMGA009235	Bmori_chr_15	18080269	47	PIENAPG00000013332	Pnapi_chr_14	3555226	24
BGIBMGA009238	Bmori_chr_15	18397882	47	PIENAPG00000004725	Pnapi_chr_14	3332445	24
BGIBMGA009243	Bmori_chr_15	18722879	47	PIENAPG00000001751	Pnapi_chr_14	3057418	24
BGIBMGA009244	Bmori_chr_15	18961077	47	PIENAPG00000002184	Pnapi_chr_14	2856430	24
BGIBMGA009248	Bmori_chr_15	19022862	47	PIENAPG00000001756	Pnapi_chr_14	2832402	24
BGIBMGA009250	Bmori_chr_15	19197911	47	PIENAPG00000000142	Pnapi_chr_14	2683842	24
BGIBMGA009252	Bmori_chr_15	19202599	47	PIENAPG00000009424	Pnapi_chr_14	2670252	24
BGIBMGA009253	Bmori_chr_15	19210978	47	PIENAPG00000003970	Pnapi_chr_14	2665956	24
BGIBMGA009254	Bmori_chr_15	19225126	47	PIENAPG00000010403	Pnapi_chr_14	2653334	24
BGIBMGA009257	Bmori_chr_15	19306882	47	PIENAPG00000003392	Pnapi_chr_14	2579643	24
BGIBMGA009258	Bmori_chr_15	19318163	47	PIENAPG00000003857	Pnapi_chr_14	2576999	24
BGIBMGA009261	Bmori_chr_15	19411237	47	PIENAPG00000002023	Pnapi_chr_14	2476298	24
BGIBMGA009263	Bmori_chr_15	19438061	47	PIENAPG00000008732	Pnapi_chr_14	2453475	24
BGIBMGA009269	Bmori_chr_16	8677	48	PIENAPG00000002669	Pnapi_chr_3	5608450	73
BGIBMGA009280	Bmori_chr_16	214639	48	PIENAPG00000002555	Pnapi_chr_3	5299614	73
BGIBMGA009281	Bmori_chr_16	222324	48	PIENAPG00000005947	Pnapi_chr_3	5395686	73
BGIBMGA009282	Bmori_chr_16	227423	48	PIENAPG00000007150	Pnapi_chr_3	5396420	73
BGIBMGA009284	Bmori_chr_16	273304	48	PIENAPG00000001067	Pnapi_chr_3	5290033	73
BGIBMGA009285	Bmori_chr_16	282186	48	PIENAPG00000007796	Pnapi_chr_3	5276778	73
BGIBMGA009288	Bmori_chr_16	305662	48	PIENAPG00000012348	Pnapi_chr_3	5268017	73
BGIBMGA009289	Bmori_chr_16	314052	48	PIENAPG00000005037	Pnapi_chr_3	5262459	73
BGIBMGA009297	Bmori_chr_16	405752	48	PIENAPG00000006183	Pnapi_chr_3	5216865	73
BGIBMGA009301	Bmori_chr_16	592041	48	PIENAPG00000005911	Pnapi_chr_3	5111099	73
BGIBMGA009302	Bmori_chr_16	603148	48	PIENAPG00000003399	Pnapi_chr_3	5105434	73
BGIBMGA009305	Bmori_chr_16	637315	48	PIENAPG00000003969	Pnapi_chr_3	5081083	73
BGIBMGA009308	Bmori_chr_16	655721	48	PIENAPG00000002104	Pnapi_chr_3	5065551	73
BGIBMGA009309	Bmori_chr_16	825106	48	PIENAPG00000001352	Pnapi_chr_3	4956239	73
BGIBMGA009310	Bmori_chr_16	844467	48	PIENAPG00000010580	Pnapi_chr_3	4951065	73
BGIBMGA009312	Bmori_chr_16	888703	48	PIENAPG00000006013	Pnapi_chr_3	4788951	73
BGIBMGA009314	Bmori_chr_16	901872	48	PIENAPG00000011942	Pnapi_chr_3	4906766	73
BGIBMGA009315	Bmori_chr_16	904631	48	PIENAPG00000006229	Pnapi_chr_3	4904908	73
BGIBMGA009316	Bmori_chr_16	911567	48	PIENAPG00000009034	Pnapi_chr_3	4899518	73
