Marker Chromosome Physical_coordinate_bp genetic_coordinate_cM
7234 Chromosome_8 4883313 51.16
7236 Chromosome_8 5172084 48.55
7237 Chromosome_8 5172115 48.55
7238 Chromosome_8 5193878 61.20
7239 Chromosome_8 5193890 61.20
7240 Chromosome_8 5193891 61.56
7242 Chromosome_8 5193922 61.20
7273 Chromosome_8 5468317 46.36
7275 Chromosome_8 5528274 47.08
7276 Chromosome_8 5575980 47.08
7277 Chromosome_8 5576000 46.72
7279 Chromosome_8 5576007 46.72
7280 Chromosome_8 5576525 47.08
7281 Chromosome_8 5576594 46.72
7283 Chromosome_8 5583564 47.08
7298 Chromosome_8 5769257 44.89
7301 Chromosome_8 5769338 44.89
7304 Chromosome_8 5855548 44.89
7305 Chromosome_8 5855549 44.89
7306 Chromosome_8 5855593 44.89
7307 Chromosome_8 5855611 44.89
7309 Chromosome_8 5928567 45.26
7314 Chromosome_8 5928601 44.53
7316 Chromosome_8 5942673 44.17
7317 Chromosome_8 5942690 44.17
7318 Chromosome_8 5942712 44.17
7323 Chromosome_8 6013544 44.17
7327 Chromosome_8 6165208 36.73
7328 Chromosome_8 6188087 43.44
7330 Chromosome_8 6255764 41.97
7331 Chromosome_8 6356112 41.97
7336 Chromosome_8 6356180 41.97
7337 Chromosome_8 6356183 41.97
7381 Chromosome_8 6575101 28.26
7386 Chromosome_8 6619488 40.87
7388 Chromosome_8 6639197 40.50
7389 Chromosome_8 6639255 40.50
7390 Chromosome_8 6639279 40.50
7391 Chromosome_8 6653774 40.87
7392 Chromosome_8 6677910 40.50
7393 Chromosome_8 6677911 40.50
7397 Chromosome_8 6802476 40.14
7404 Chromosome_8 6851577 39.78
7405 Chromosome_8 6851582 39.78
7406 Chromosome_8 6904350 39.41
7407 Chromosome_8 6904353 39.41
7408 Chromosome_8 6904416 39.05
7415 Chromosome_8 7055355 37.96
7416 Chromosome_8 7055418 38.32
7417 Chromosome_8 7059473 37.96
7420 Chromosome_8 7059507 37.96
7424 Chromosome_8 7103850 38.32
7425 Chromosome_8 7103873 37.59
7426 Chromosome_8 7103885 37.59
7434 Chromosome_8 7139477 36.13
7439 Chromosome_8 7280392 36.50
7440 Chromosome_8 7280414 36.50
7442 Chromosome_8 7280430 36.50
7482 Chromosome_8 7612087 32.76
7483 Chromosome_8 7612101 32.76
7484 Chromosome_8 7612102 32.76
7485 Chromosome_8 7676884 31.66
7486 Chromosome_8 7676890 31.66
7488 Chromosome_8 7676911 31.66
7489 Chromosome_8 7676912 31.66
7490 Chromosome_8 7676913 31.66
7491 Chromosome_8 7676914 31.66
7492 Chromosome_8 7676915 31.66
7494 Chromosome_8 7676934 31.66
7497 Chromosome_8 7676951 31.66
7516 Chromosome_8 7942751 31.30
7517 Chromosome_8 8098382 30.20
7518 Chromosome_8 8098412 30.20
7520 Chromosome_8 8118244 29.83
7530 Chromosome_8 8442184 29.10
7532 Chromosome_8 8442235 29.10
7533 Chromosome_8 8442242 29.10
7540 Chromosome_8 8685864 26.50
7548 Chromosome_8 8901483 25.03
7556 Chromosome_8 9296011 21.66
7557 Chromosome_8 9296013 21.66
7558 Chromosome_8 9296030 21.66
7560 Chromosome_8 9301141 21.66
7567 Chromosome_8 9568380 18.29
7568 Chromosome_8 9568395 18.29
7571 Chromosome_8 9568441 18.29
7573 Chromosome_8 9598551 18.29
7579 Chromosome_8 9630097 18.29
7587 Chromosome_8 9708395 17.19
7589 Chromosome_8 9708409 17.19
7592 Chromosome_8 9708433 17.19
7594 Chromosome_8 9744150 17.19
7599 Chromosome_8 9836296 16.46
7632 Chromosome_8 10494008 14.99
7635 Chromosome_8 10532667 13.52
7653 Chromosome_8 10575548 67.97
7654 Chromosome_8 10575549 67.97
7665 Chromosome_8 10575607 52.72
7666 Chromosome_8 10575612 52.72
7678 Chromosome_8 10575669 31.00
7704 Chromosome_8 10590627 14.16
7723 Chromosome_8 10621413 33.19
7736 Chromosome_8 10768788 12.79
7737 Chromosome_8 10768836 12.79
7738 Chromosome_8 10768850 12.79
7772 Chromosome_8 10895685 11.32
7780 Chromosome_8 11008144 10.60
7784 Chromosome_8 11056619 11.32
7790 Chromosome_8 11116512 10.96
7791 Chromosome_8 11116519 10.96
7792 Chromosome_8 11116520 10.96
7794 Chromosome_8 11116538 10.96
7798 Chromosome_8 11156625 11.69
7803 Chromosome_8 11162347 10.96
7815 Chromosome_8 11235050 9.50
7821 Chromosome_8 11388567 8.77
7828 Chromosome_8 11445566 8.77
7832 Chromosome_8 11522848 9.13
7833 Chromosome_8 11522850 8.77
7834 Chromosome_8 11522880 9.13
7835 Chromosome_8 11522899 9.13
7836 Chromosome_8 11522907 8.77
7837 Chromosome_8 11522916 9.13
7841 Chromosome_8 11529850 8.77
7842 Chromosome_8 11553308 8.04
7843 Chromosome_8 11553313 8.04
7853 Chromosome_8 11610710 8.41
7854 Chromosome_8 11610731 8.41
7869 Chromosome_8 12085843 7.31
7877 Chromosome_8 12103384 7.31
7879 Chromosome_8 12138638 40.01
7884 Chromosome_8 12474333 5.10
7885 Chromosome_8 12474341 5.10
7886 Chromosome_8 12474351 5.47
7895 Chromosome_8 12771467 51.21
7896 Chromosome_8 12771480 51.58
7919 Chromosome_8 13397813 4.01
7923 Chromosome_8 13456526 3.28
7925 Chromosome_8 13477149 3.28
7926 Chromosome_8 13477152 3.28
7948 Chromosome_8 14033818 55.12
7949 Chromosome_8 14033829 55.12
7950 Chromosome_8 14033831 55.12
7951 Chromosome_8 14033842 55.12
7952 Chromosome_8 14309638 1.82
7955 Chromosome_8 14309651 1.82
7956 Chromosome_8 14309652 1.82
7986 Chromosome_8 14450185 1.45
7988 Chromosome_8 14450206 2.18
8010 Chromosome_8 14484656 1.45
8024 Chromosome_8 14494684 1.45
8025 Chromosome_8 14494695 1.45
8026 Chromosome_8 14494696 1.45
8030 Chromosome_8 14590994 1.45
8031 Chromosome_8 14591049 1.45
8032 Chromosome_8 14699379 1.09
8033 Chromosome_8 14699396 0.73
8037 Chromosome_8 14708861 0.73
8039 Chromosome_8 14784040 0.73
8040 Chromosome_8 14784053 0.73
8041 Chromosome_8 14887565 0.00
8043 Chromosome_8 14887575 0.00
8045 Chromosome_8 15013915 0.36
8048 Chromosome_9 63662 66.95
8050 Chromosome_9 63702 66.95
8051 Chromosome_9 63709 66.95
8058 Chromosome_9 199937 66.95
8064 Chromosome_9 223014 66.95
8065 Chromosome_9 223046 66.95
8066 Chromosome_9 223055 66.95
8067 Chromosome_9 223057 66.95
8070 Chromosome_9 317139 66.95
8076 Chromosome_9 320089 66.95
8080 Chromosome_9 428514 66.59
8083 Chromosome_9 463624 66.59
8085 Chromosome_9 505050 66.59
8098 Chromosome_9 672778 65.86
8103 Chromosome_9 686507 65.86
8106 Chromosome_9 686524 65.86
8113 Chromosome_9 799294 65.86
8114 Chromosome_9 799300 65.86
8151 Chromosome_9 1325181 59.98
8173 Chromosome_9 1461174 60.34
8176 Chromosome_9 1522907 60.34
8177 Chromosome_9 1522914 60.34
8178 Chromosome_9 1522920 60.34
8179 Chromosome_9 1522934 60.34
8180 Chromosome_9 1522936 60.34
8181 Chromosome_9 1575213 59.98
8182 Chromosome_9 1575218 59.98
8184 Chromosome_9 1629157 59.25
8197 Chromosome_9 2121636 62.19
8199 Chromosome_9 2121684 62.19
8200 Chromosome_9 2121686 62.19
8202 Chromosome_9 2121691 62.19
8203 Chromosome_9 2121692 62.19
8204 Chromosome_9 2121704 62.19
8208 Chromosome_9 2390236 62.92
8209 Chromosome_9 2390251 62.92
8210 Chromosome_9 2390305 63.65
8222 Chromosome_9 2418230 64.01
8223 Chromosome_9 2418240 64.01
8225 Chromosome_9 2418255 64.01
8226 Chromosome_9 2418262 64.01
8227 Chromosome_9 2418276 64.01
8228 Chromosome_9 2418281 64.01
8229 Chromosome_9 2437757 63.65
8230 Chromosome_9 2437780 63.28
8231 Chromosome_9 2437784 63.28
8241 Chromosome_9 2483416 63.65
8251 Chromosome_9 2639276 59.62
8252 Chromosome_9 2639282 59.62
8254 Chromosome_9 2639288 60.34
8259 Chromosome_9 2723799 60.34
8260 Chromosome_9 2793216 58.89
8261 Chromosome_9 2793220 58.89
8275 Chromosome_9 2885424 58.89
8276 Chromosome_9 2885425 58.89
8277 Chromosome_9 2885426 58.89
8283 Chromosome_9 3060853 58.16
8284 Chromosome_9 3060871 58.16
8285 Chromosome_9 3060886 58.16
8290 Chromosome_9 3152825 58.16
8291 Chromosome_9 3318612 57.43
8292 Chromosome_9 3318618 57.43
8293 Chromosome_9 3318629 57.43
8294 Chromosome_9 3318634 57.43
8295 Chromosome_9 3318643 57.43
8296 Chromosome_9 3318655 57.43
8297 Chromosome_9 3318663 57.43
8298 Chromosome_9 3318673 57.43
8299 Chromosome_9 3318674 57.43
8300 Chromosome_9 3318682 57.43
8302 Chromosome_9 3357956 57.43
8303 Chromosome_9 3357974 57.43
8305 Chromosome_9 3405924 57.43
8311 Chromosome_9 3642726 55.96
8312 Chromosome_9 3642751 55.60
8313 Chromosome_9 3662882 5.13
8322 Chromosome_9 3715914 55.60
8324 Chromosome_9 3732995 55.23
8325 Chromosome_9 3733017 55.23
8328 Chromosome_9 3740647 55.23
8330 Chromosome_9 3759293 55.23
8331 Chromosome_9 3802448 54.87
8332 Chromosome_9 3802461 54.87
8334 Chromosome_9 3802470 54.87
8343 Chromosome_9 3899537 54.14
8348 Chromosome_9 3899581 54.14
8351 Chromosome_9 3899603 54.14
8352 Chromosome_9 3899604 54.14
8358 Chromosome_9 3974911 53.04
8361 Chromosome_9 4152810 51.58
8370 Chromosome_9 4255809 50.85
8377 Chromosome_9 4297031 50.49
8378 Chromosome_9 4297034 50.49
8384 Chromosome_9 4451476 50.12
8386 Chromosome_9 4473139 50.12
8387 Chromosome_9 4473154 51.58
8396 Chromosome_9 4725356 46.46
8397 Chromosome_9 4725371 46.46
8399 Chromosome_9 4750121 46.46
8403 Chromosome_9 5106803 45.00
8405 Chromosome_9 5108334 45.00
8408 Chromosome_9 5237572 45.00
8409 Chromosome_9 5252094 45.37
8410 Chromosome_9 5252113 45.37
8411 Chromosome_9 5252126 45.73
8412 Chromosome_9 5252153 45.37
8419 Chromosome_9 5475079 43.54
8421 Chromosome_9 5478555 43.54
8422 Chromosome_9 5478578 43.54
8424 Chromosome_9 5478596 43.54
8425 Chromosome_9 5478635 43.54
8431 Chromosome_9 5503868 43.91
8432 Chromosome_9 5503883 43.91
8433 Chromosome_9 5503884 43.91
8459 Chromosome_9 6230565 41.32
8460 Chromosome_9 6230570 41.32
8461 Chromosome_9 6230612 41.32
8468 Chromosome_9 6310204 40.59
8472 Chromosome_9 6464029 1.83
8481 Chromosome_9 6805493 36.12
8483 Chromosome_9 6805514 36.12
8485 Chromosome_9 6821817 35.40
8486 Chromosome_9 6821827 36.12
8487 Chromosome_9 6821834 37.22
8488 Chromosome_9 6821835 37.22
8498 Chromosome_9 6878301 36.12
8499 Chromosome_9 6922587 36.12
8500 Chromosome_9 6922614 36.49
8501 Chromosome_9 6922620 36.49
8503 Chromosome_9 6922639 35.40
8505 Chromosome_9 6922651 35.76
8506 Chromosome_9 6922653 35.76
8507 Chromosome_9 6922659 35.76
8541 Chromosome_9 7187149 32.98
8544 Chromosome_9 7296790 33.93
8551 Chromosome_9 7308849 33.93
8552 Chromosome_9 7308852 33.93
8573 Chromosome_9 7437912 32.09
8574 Chromosome_9 7437930 32.46
8575 Chromosome_9 7437937 32.46
8576 Chromosome_9 7437970 32.46
8577 Chromosome_9 7437971 32.46
8578 Chromosome_9 7453717 32.09
8579 Chromosome_9 7453720 32.09
8588 Chromosome_9 7489503 32.09
8589 Chromosome_9 7489508 32.09
8590 Chromosome_9 7489524 32.46
8593 Chromosome_9 7489550 32.46
8595 Chromosome_9 7489563 32.09
8599 Chromosome_9 7683036 31.36
8600 Chromosome_9 7683060 31.36
8602 Chromosome_9 7683098 31.36
8608 Chromosome_9 7788241 31.36
8609 Chromosome_9 7788256 31.36
8611 Chromosome_9 7793744 31.36
8612 Chromosome_9 7793747 31.36
8642 Chromosome_9 7913576 31.36
8643 Chromosome_9 7913610 31.36
8646 Chromosome_9 8107617 31.36
8648 Chromosome_9 8159453 31.36
8690 Chromosome_9 8595077 26.11
8691 Chromosome_9 8595103 26.48
8695 Chromosome_9 8599760 26.11
8696 Chromosome_9 8607712 26.11
8697 Chromosome_9 8607730 26.11
8698 Chromosome_9 8634471 25.38
8705 Chromosome_9 8782292 27.21
8707 Chromosome_9 8860481 4.01
8721 Chromosome_9 8860537 4.01
8735 Chromosome_9 9118208 19.79
8738 Chromosome_9 9143211 19.79
8739 Chromosome_9 9143272 19.79
8752 Chromosome_9 9268594 19.06
8760 Chromosome_9 9585503 16.85
8761 Chromosome_9 9585562 17.22
8762 Chromosome_9 9636532 16.85
8765 Chromosome_9 9701796 16.85
8768 Chromosome_9 9701812 16.85
8769 Chromosome_9 9701825 16.85
8770 Chromosome_9 9701862 16.85
8771 Chromosome_9 9703248 16.85
8780 Chromosome_9 9731267 17.22
8781 Chromosome_9 9731279 16.85
8783 Chromosome_9 9731291 16.85
8784 Chromosome_9 9731297 17.22
8791 Chromosome_9 10104035 14.63
8793 Chromosome_9 10161902 14.63
8794 Chromosome_9 10161903 14.63
8796 Chromosome_9 10161912 14.63
8804 Chromosome_9 10206741 14.63
8806 Chromosome_9 10206773 14.63
8814 Chromosome_9 10266384 14.63
8815 Chromosome_9 10266392 14.63
8819 Chromosome_9 10299929 10.63
8824 Chromosome_9 10299946 10.63
8844 Chromosome_9 10345281 14.27
8875 Chromosome_9 10900927 13.17
8882 Chromosome_9 11107349 11.71
8888 Chromosome_9 11340378 10.24
8889 Chromosome_9 11340427 10.24
8890 Chromosome_9 11340428 10.24
8891 Chromosome_9 11418596 5.47
8892 Chromosome_9 11418657 5.47
8895 Chromosome_9 11432018 5.47
8900 Chromosome_9 11432056 5.10
8901 Chromosome_9 11432080 5.10
8910 Chromosome_9 11445210 7.31
8911 Chromosome_9 11445217 7.31
8912 Chromosome_9 11445228 7.31
8913 Chromosome_9 11445247 7.31
8915 Chromosome_9 11445252 7.31
8918 Chromosome_9 11445265 7.31
8920 Chromosome_9 11445268 7.67
8921 Chromosome_9 11445269 7.67
8922 Chromosome_9 11445272 7.67
8924 Chromosome_9 11463392 5.47
8925 Chromosome_9 11463398 5.47
8926 Chromosome_9 11463422 9.87
8927 Chromosome_9 11498677 5.47
8944 Chromosome_9 11608820 33.54
8960 Chromosome_9 11813185 4.00
8961 Chromosome_9 11813191 3.64
8965 Chromosome_9 11911075 3.64
8966 Chromosome_9 11986874 3.28
8967 Chromosome_9 11986876 2.91
8968 Chromosome_9 11986927 3.28
8971 Chromosome_9 11986946 3.28
8972 Chromosome_9 11986960 2.91
8973 Chromosome_9 11986965 3.28
8974 Chromosome_9 12015783 3.28
8975 Chromosome_9 12015788 2.91
8976 Chromosome_9 12015792 2.91
8977 Chromosome_9 12018525 30.27
8980 Chromosome_9 12018548 2.91
8981 Chromosome_9 12018551 2.91
8982 Chromosome_9 12018552 3.28
8983 Chromosome_9 12018554 25.70
8987 Chromosome_9 12058520 2.55
8989 Chromosome_9 12058536 2.55
8993 Chromosome_9 12058550 2.55
8994 Chromosome_9 12079810 2.18
8995 Chromosome_9 12079813 1.82
8996 Chromosome_9 12079831 2.18
8998 Chromosome_9 12079876 2.18
8999 Chromosome_9 12079885 1.82
9000 Chromosome_9 12088613 2.18
9001 Chromosome_9 12088622 2.18
9010 Chromosome_9 12216544 1.46
9011 Chromosome_9 12216565 1.46
9021 Chromosome_9 12297391 0.73
9022 Chromosome_9 12322914 0.73
9023 Chromosome_9 12322915 0.73
9024 Chromosome_9 12322933 0.73
9025 Chromosome_9 12322935 0.73
9027 Chromosome_9 12342384 0.73
9028 Chromosome_9 12342396 0.73
9030 Chromosome_9 12480587 0.36
9031 Chromosome_9 12549592 0.00
9032 Chromosome_9 12549599 0.00
9036 Chromosome_9 12582614 0.36
9037 Chromosome_10 96130 0.00
9039 Chromosome_10 115619 0.73
9070 Chromosome_10 316608 0.73
9071 Chromosome_10 316614 0.36
9073 Chromosome_10 316644 0.36
9078 Chromosome_10 326398 0.00
9087 Chromosome_10 482796 2.20
9091 Chromosome_10 564381 2.93
9107 Chromosome_10 1086843 4.76
9108 Chromosome_10 1133457 4.76
9109 Chromosome_10 1133458 4.76
9126 Chromosome_10 1150863 49.40
9128 Chromosome_10 1150873 49.03
9130 Chromosome_10 1150884 39.80
9132 Chromosome_10 1211199 5.13
9133 Chromosome_10 1211220 5.13
9135 Chromosome_10 1211274 5.13
9137 Chromosome_10 1216248 5.13
9139 Chromosome_10 1216287 5.13
9140 Chromosome_10 1216293 5.13
9149 Chromosome_10 1307340 5.49
9161 Chromosome_10 1387976 5.49
9162 Chromosome_10 1391853 5.49
9163 Chromosome_10 1391881 5.49
9165 Chromosome_10 1391906 5.49
9166 Chromosome_10 1391969 5.49
9167 Chromosome_10 1391990 5.49
9172 Chromosome_10 1412707 6.22
9173 Chromosome_10 1456990 5.85
9185 Chromosome_10 1572596 6.58
9187 Chromosome_10 1572602 6.58
9188 Chromosome_10 1572614 6.58
9195 Chromosome_10 1737109 13.75
9196 Chromosome_10 1737116 13.75
9198 Chromosome_10 1877853 8.04
9200 Chromosome_10 1877873 8.04
9204 Chromosome_10 2375125 7.68
9206 Chromosome_10 2418025 8.04
9212 Chromosome_10 2431032 8.04
9213 Chromosome_10 2431045 7.68
9216 Chromosome_10 2495159 8.04
9217 Chromosome_10 2495180 7.68
9220 Chromosome_10 2495194 8.04
9221 Chromosome_10 2495205 7.68
9223 Chromosome_10 2495220 7.68
9224 Chromosome_10 2495236 7.68
9229 Chromosome_10 2618015 8.77
9230 Chromosome_10 2624003 8.77
9231 Chromosome_10 2624022 8.77
9234 Chromosome_10 2624041 8.77
9235 Chromosome_10 2624052 8.77
9236 Chromosome_10 2624053 8.77
9238 Chromosome_10 2624061 8.77
9239 Chromosome_10 2624063 8.77
9240 Chromosome_10 2624072 8.77
9244 Chromosome_10 2645605 8.77
9246 Chromosome_10 2645641 8.77
9249 Chromosome_10 2685141 8.77
9250 Chromosome_10 2685146 8.77
9251 Chromosome_10 2685181 8.77
9252 Chromosome_10 2685201 8.77
9253 Chromosome_10 2685210 8.77
9266 Chromosome_10 2953411 9.87
9268 Chromosome_10 2953423 9.87
9269 Chromosome_10 2953430 9.87
9270 Chromosome_10 2953431 9.87
9271 Chromosome_10 2953443 9.87
9272 Chromosome_10 2953444 9.87
9273 Chromosome_10 3019540 12.07
9274 Chromosome_10 3019554 11.71
9275 Chromosome_10 3019555 11.71
9276 Chromosome_10 3019588 11.71
9277 Chromosome_10 3019594 11.71
9278 Chromosome_10 3028340 10.24
9283 Chromosome_10 3028385 10.24
9285 Chromosome_10 3134735 10.24
9293 Chromosome_10 3263120 10.24
9294 Chromosome_10 3263145 10.24
9296 Chromosome_10 3263172 10.24
9297 Chromosome_10 3263176 10.24
9301 Chromosome_10 3714685 21.46
9302 Chromosome_10 3714686 17.02
9303 Chromosome_10 3714689 17.02
9304 Chromosome_10 3714703 17.02
9306 Chromosome_10 3714718 17.02
9307 Chromosome_10 3714726 17.02
9308 Chromosome_10 3714738 18.86
9309 Chromosome_10 3714740 17.02
9327 Chromosome_10 4354566 21.83
9328 Chromosome_10 4354572 21.83
9329 Chromosome_10 4360415 22.19
9330 Chromosome_10 4360481 22.56
9331 Chromosome_10 4391228 22.92
9334 Chromosome_10 4391237 22.92
9336 Chromosome_10 4391255 22.92
9341 Chromosome_10 4571511 24.39
9359 Chromosome_10 4771211 25.12
9361 Chromosome_10 4771225 25.12
9362 Chromosome_10 4778869 25.12
9363 Chromosome_10 4778875 25.12
9364 Chromosome_10 4778881 25.12
9365 Chromosome_10 4778937 25.12
9366 Chromosome_10 4778956 25.12
9369 Chromosome_10 5016388 26.58
9373 Chromosome_10 5199277 27.31
9374 Chromosome_10 5199316 27.31
9375 Chromosome_10 5199318 27.31
9378 Chromosome_10 5376856 29.88
9379 Chromosome_10 5376889 30.24
9380 Chromosome_10 5376933 30.24
9381 Chromosome_10 5376936 29.88
9382 Chromosome_10 5376948 29.88
9383 Chromosome_10 5493201 31.34
9384 Chromosome_10 5543649 31.71
9387 Chromosome_10 5599916 31.71
9388 Chromosome_10 5640775 32.07
9389 Chromosome_10 5640783 32.07
9398 Chromosome_10 5687572 32.07
9400 Chromosome_10 5691956 32.07
9401 Chromosome_10 5717814 34.67
9403 Chromosome_10 5717856 34.67
9404 Chromosome_10 5717861 34.67
9406 Chromosome_10 5717894 34.67
9409 Chromosome_10 5989232 35.77
9410 Chromosome_10 5989239 35.77
9436 Chromosome_10 6155847 42.21
9437 Chromosome_10 6155869 42.21
9441 Chromosome_10 6287978 41.84
9442 Chromosome_10 6287995 41.11
9443 Chromosome_10 6288000 41.11
9444 Chromosome_10 6288006 41.84
9445 Chromosome_10 6305189 41.84
9447 Chromosome_10 6305237 41.48
9448 Chromosome_10 6305240 41.48
9449 Chromosome_10 6305273 41.84
9450 Chromosome_10 6409166 41.84
9451 Chromosome_10 6409171 41.48
9453 Chromosome_10 6409216 41.84
9458 Chromosome_10 6461952 42.21
9459 Chromosome_10 6461968 42.21
9460 Chromosome_10 6462028 42.21
9463 Chromosome_10 6485699 41.48
9479 Chromosome_10 6552474 42.57
9481 Chromosome_10 6580166 42.57
9499 Chromosome_10 6742026 42.93
9501 Chromosome_10 6752463 42.93
9508 Chromosome_10 6967830 43.66
9509 Chromosome_10 6967846 43.66
9541 Chromosome_10 7517343 45.50
9543 Chromosome_10 7517375 45.50
9544 Chromosome_10 7517376 45.50
9545 Chromosome_10 7517416 45.13
9548 Chromosome_10 7788217 50.05
9549 Chromosome_10 7788236 50.05
9550 Chromosome_10 7845033 50.05
9551 Chromosome_10 7845037 50.05
9554 Chromosome_10 7945296 50.41
9555 Chromosome_10 7945309 50.41
9557 Chromosome_10 7945336 50.41
9588 Chromosome_10 8375663 54.53
9591 Chromosome_10 8523592 54.53
9594 Chromosome_10 8551457 54.17
9598 Chromosome_10 8573715 54.53
9599 Chromosome_10 8573720 54.17
9603 Chromosome_10 8573739 54.53
9604 Chromosome_10 8573747 54.53
9607 Chromosome_10 8573773 54.53
9608 Chromosome_10 8595346 54.53
9609 Chromosome_10 8595370 54.53
9610 Chromosome_10 8595372 54.53
9611 Chromosome_10 8603278 54.53
9612 Chromosome_10 8603309 54.53
9614 Chromosome_10 8614890 54.17
9616 Chromosome_10 8639784 54.17
9617 Chromosome_10 8639837 54.17
9620 Chromosome_10 8666978 54.53
9621 Chromosome_10 8666994 54.53
9626 Chromosome_10 8684615 54.17
9627 Chromosome_10 8685048 54.53
9641 Chromosome_10 8759438 54.17
9642 Chromosome_10 8759472 54.17
9643 Chromosome_10 8759489 54.53
9644 Chromosome_10 8774351 54.17
9650 Chromosome_10 8786307 54.17
9651 Chromosome_10 8786331 54.53
9653 Chromosome_10 8813673 54.17
9655 Chromosome_10 8813688 54.53
9657 Chromosome_10 8857436 54.53
9662 Chromosome_10 8882128 55.26
9664 Chromosome_10 8882198 55.26
9682 Chromosome_10 9213474 58.63
9683 Chromosome_10 9213486 58.63
9684 Chromosome_10 9220676 58.63
9685 Chromosome_10 9220735 58.63
9689 Chromosome_10 9356471 59.36
9691 Chromosome_10 9356528 59.36
9694 Chromosome_10 9389562 59.36
9695 Chromosome_10 9389603 59.36
9696 Chromosome_10 9389648 59.73
9709 Chromosome_10 9563919 6.60
9719 Chromosome_10 9595439 14.16
9720 Chromosome_10 9595472 14.16
9723 Chromosome_10 9651404 59.36
9725 Chromosome_10 9651477 59.73
9726 Chromosome_10 9651486 59.36
9729 Chromosome_10 9656986 59.36
9730 Chromosome_10 9656996 59.73
9731 Chromosome_10 9657009 59.73
9732 Chromosome_10 9657011 59.73
9733 Chromosome_10 9657029 59.73
9734 Chromosome_10 9657060 59.73
9735 Chromosome_10 9657064 59.73
9745 Chromosome_10 9922952 21.51
9747 Chromosome_10 9922991 21.15
9752 Chromosome_10 9954336 66.11
9753 Chromosome_10 9954337 66.11
9754 Chromosome_10 9954340 66.11
9755 Chromosome_10 10144330 66.11
9757 Chromosome_10 10144341 66.11
9758 Chromosome_10 10144343 66.11
9759 Chromosome_10 10144375 66.47
9761 Chromosome_10 10248369 66.11
9762 Chromosome_10 10248370 66.11
9766 Chromosome_10 10248402 66.11
9770 Chromosome_10 10398968 68.32
9775 Chromosome_10 10398986 68.32
9776 Chromosome_10 10398989 68.32
9777 Chromosome_10 10398996 68.32
9794 Chromosome_10 10564931 68.32
9795 Chromosome_10 10564932 68.32
9796 Chromosome_10 10564966 68.32
9797 Chromosome_10 10564969 68.32
9798 Chromosome_10 10564992 68.32
9812 Chromosome_10 10710820 68.68
9813 Chromosome_10 10710824 68.68
9814 Chromosome_10 10710829 68.68
9815 Chromosome_10 10710836 68.68
9822 Chromosome_10 10817766 69.78
9823 Chromosome_10 10817814 69.78
9831 Chromosome_10 10936609 70.15
